"WT_1","WT_2","agr_1","agr_2","codY_1","codY_2","codY_3","codYagr_1","codYagr_2"
2.35576117812021,2.52621146231608,2.06035024006242,2.48048423575442,2.60948630363435,1.73340698131947,2.10478631424369,2.19621891073109,2.10825858876938
0.872666163368048,0.724990489866091,0.697256006352053,0.327945581197572,0.713571810171968,0.478488744707525,0.684478941559075,0.714118497320607,0.559695698544294
3.42169878937366,3.31638619353512,3.13648746532036,3.25321163397071,3.49506217152168,2.65649697754896,2.88926705518073,3.26646755661334,3.30459208323548
0.519489230631649,0.777956091409412,0.559445457416112,0.46133240697112,0.519489230631649,0.501905701866665,0.680206014456251,0.263824002626381,0.642044343352664
0.356449286834515,0.290184494486028,0.274000906880513,0.374814812340989,0.154593769191354,0.596282487400517,0.395265854717597,0.415248051628317,0.390711385210233
0.67926574895073,1.00787262206314,0.873613819819212,0.612595743248843,0.697449220556748,0.974361144335431,1.06069153136112,0.740674357932273,0.700073366351601
0.24859846063773,0.316498542829625,0.318931587838813,0.349702763177535,0.349702763177535,0.349702763177535,0.549584006708004,0.354772785164646,0.488415145899052
0.778304341801873,0.710036603680964,0.532910205548027,0.600164979635082,0.564788015619091,0.71560071545151,0.718382771336783,0.829227558367571,0.886440154880187
0.785746713516861,0.610178202658179,0.696298904411995,0.635437935163656,0.747687657590485,0.701570920168518,0.807100310015471,0.794262664883627,0.539866105555997
0.343062973830667,0.931945955375991,0.745352770098885,0.800074600949147,0.806244584086205,0.846469217740521,1.03103476235787,0.73756754251649,0.931854510107467
0.310751573480047,0.611251728325848,0.816639302079844,0.566038596456943,0.493134744835832,0.730499584787336,0.656675417227158,0.540608441966035,0.617873165733482
0.761787639939741,1.32176227321084,1.33555943547374,1.04380377365384,0.837761772901512,1.03301688366797,1.12185923834368,0.905234805106587,1.0954027259013
0.456756173914606,0.685332226398917,0.268626320632853,0.548587508011389,0.613250851113623,0.641669157716946,0.619049867708742,0.592441514027611,0.901436286863828
0.77408601251751,0.838163190580985,0.838163190580985,0.707760158967869,0.687274447411811,0.985506306617628,0.873702878969985,0.578634615029197,1.01097244902211
0.514734843870767,0.11338251724243,0.368252078011104,0.422560123122624,0.382850075985137,0.424762445936384,0.753456959559259,0.412266140134019,0.866031812239902
0.699608234626038,0.633794425220652,0.786614130737126,0.458708837217066,0.490043410323087,0.759203711969342,0.699608234626038,0.699608234626038,0.82200022826815
0.426751498992205,0.659779186437021,0.710459663870993,0.645400794538499,0.662596308466279,0.591155849321364,0.809792554062229,0.626498802091702,0.424697069601376
0.374707769627256,0.368057804354381,0.585709858849729,0.419139694602175,0.35487422781923,0.384659914528336,0.368057804354381,0.16174226507385,0.325633107103891
0.445072654795395,0.611308630100729,0.419978115612976,0.402321645325905,0.390898989671248,0.476086255523415,0.514934388038028,0.460037451842027,0.476086255523415
0.634932122984661,0.600354964814854,0.408230746454782,0.752828549542644,0.785057167454529,0.632206207901315,0.703399621363024,0.415304433210719,0.381461226522086
0.401991279201081,0.258585403845917,0.387343403289655,0.13116094519011,0.38759141751183,0.428381766526738,0.419289852699573,0.357108793968247,0.16649344025312
0.530740899249857,0.304611847263037,0.583265787325402,0.347419542571958,0.321431465425273,0.568145816231948,0.65040554411933,0.758770882539597,0.574111970294841
0.362890409751273,0.365864803145891,0.332119234412551,0.100414426236887,0.0461185130515692,0.22457306785803,0.390808727722472,0.533806766956232,0.38129564121089
0.476855736951894,0.608263438859143,0.372684367349284,0.536182063573849,0.545317637298607,0.453421154586412,0.699398045184357,0.589468228027262,0.536182063573849
0.468103352401895,0.262090421474509,0.428944056767661,0.450519823636911,0.478853052446164,0.667745821331952,0.44492066003229,0.48264590437697,0.476886976707212
0.331347722000689,0.449105936780694,0.332119234412551,0.397315035399761,0.349702763177535,0.278109261798989,0.435393354743117,0.504994685195628,0.241007483826642
0.583533897101651,0.389260739394543,0.477728761077019,0.558061291688026,0.493535293773099,0.539227254815435,0.553879280596925,0.658418209502042,0.595896811972294
0.624839241378957,0.636794866880501,0.714091609467541,0.700938361866543,0.313986380387172,0.676073077215563,0.681872093810681,0.686116661617222,0.541378308180945
0.698206883513905,0.990599985937663,0.657857237252287,0.600631373915107,0.734247571156552,0.587158640663184,0.734247571156552,0.887238253763892,0.734247571156552
0.242060613340474,0.750174471414101,0.465973761934501,0.430744241657557,0.536761005042211,0.430744241657557,0.430744241657557,0.424318844328708,0.384250194623691
0.734168996760901,1.21620775823577,0.956857472610047,0.789169955143474,0.990404060143778,1.06606204624297,0.956857472610047,1.06492020375556,0.578439939097673
0.341050833434251,0.524842998167379,0.615349833042525,0.347755679753524,0.239095575049239,0.538251485472951,0.624160004549487,0.675652072851386,0.553215353019991
0.672326321229126,0.655949708238717,0.718458172464283,0.889655423119443,0.540975093149435,0.730499584787336,0.833146517992135,0.723560157065731,0.723560157065731
0.476936737583393,0.475087590168882,0.562452229015027,0.502048786746847,0.395063962689447,0.502048786746847,0.513646819937085,0.564742752412698,0.516797034436306
0.510222410211405,0.504746648363307,0.760259795374246,0.701650961915697,0.476610474436061,0.521348758537262,0.640315349919994,0.515776933304439,0.509292913433293
0.25536997744102,0.998683651746992,0.958702682482526,0.742436966913236,0.771370504402344,0.919943905795376,0.859928832906226,0.75093504459484,0.769640067731852
0.339450473895351,0.617895963619506,0.308567014584616,0.374814812340989,0.349702763177535,0.275247122333922,0.371266633879853,0.3595837634557,0.417034307376801
0.434695400635435,0.532999051045264,0.375536257911798,0.420872593821132,0.379540607142339,0.390748723503709,0.387637581028163,0.0991566188132286,0.206821844887703
0.536410876890774,0.307371149371164,0.706160147744226,0.536410876890774,0.525461196998775,0.450281890025825,0.628069609491143,0.580878990100044,0.780108630819938
0.349702763177535,0.419771882365476,0.423550400820769,0.376522119978392,0.321998763342762,0.386054079847111,0.414426323779328,0.661002518067675,0.471045064019955
2.02696499196018,1.98796817878704,1.97500906176124,2.12742174037097,2.08082470988665,1.66820282678883,2.04435356914461,1.84710483933014,1.9276549266213
