"","ilvD","icaA","cap5A","brnQ"
"intercept",31.2866796848359,30.6982160157972,32.147808058384,31.1909378531744
"log(conc, 10)",3.21378803744534,2.69761031853646,3.03823664554351,2.96814066912838
"r^2",0.999130545907891,0.987007136914093,0.987513602040661,0.987653919954421
