"","ps","well","rep_group","Cq","Cq_mean","Cq_StDev","Cq_StErrMean","conc"
"1","brnQ","B1","B",30.4120998693746,30.555600598501,0.181882566217451,0.0166035307223708,182
"2","brnQ","B2","B",30.4436010200786,30.555600598501,0.181882566217451,0.0166035307223708,182
"3","brnQ","B3","B",30.8111009060499,30.555600598501,0.181882566217451,0.0166035307223708,182
"4","brnQ","C1","C",27.2953565179471,27.2031479893802,0.0667065860889589,0.00608945032251386,1820
"5","brnQ","C2","C",27.1414802653829,27.2031479893802,0.0667065860889589,0.00608945032251386,1820
"6","brnQ","C3","C",27.1726071848106,27.2031479893802,0.0667065860889589,0.00608945032251386,1820
"7","brnQ","D1","D",24.0941813903955,23.9718695492416,0.088035186661264,0.0080364762647587,18200
"8","brnQ","D2","D",23.8931558997465,23.9718695492416,0.088035186661264,0.0080364762647587,18200
"9","brnQ","D3","D",23.928271357583,23.9718695492416,0.088035186661264,0.0080364762647587,18200
"10","brnQ","E2","E",20.8631991658312,20.695531645517,0.168725370053155,0.0188640698483831,182000
"11","brnQ","E3","E",20.5278641252027,20.695531645517,0.168725370053155,0.0188640698483831,182000
"12","brnQ","F1","F",17.4337859399676,17.309527503143,0.158723439848742,0.0144894014016617,1820000
"13","brnQ","F2","F",17.0864801003478,17.309527503143,0.158723439848742,0.0144894014016617,1820000
"14","brnQ","F3","F",17.4083164691137,17.309527503143,0.158723439848742,0.0144894014016617,1820000
"15","brnQ","G1","G",14.0572182542231,14.0760429888093,0.0688494619882278,0.00628506723384114,18200000
"16","brnQ","G2","G",14.167828540724,14.0760429888093,0.0688494619882278,0.00628506723384114,18200000
"17","brnQ","G3","G",14.0030821714806,14.0760429888093,0.0688494619882278,0.00628506723384114,18200000
"18","brnQ","H1","H",11.4199341356632,11.3116683599904,0.0971498220634471,0.00886852483362718,1.82e+08
"19","brnQ","H2","H",11.1850920655884,11.3116683599904,0.0971498220634471,0.00886852483362718,1.82e+08
"20","brnQ","H3","H",11.3299788787195,11.3116683599904,0.0971498220634471,0.00886852483362718,1.82e+08
"21","ilvD","B4","B",30.4378863796663,30.2792157033759,0.114436811277281,0.0104466038242548,182
"22","ilvD","B5","B",30.1754326510238,30.2792157033759,0.114436811277281,0.0104466038242548,182
"23","ilvD","B6","B",30.2243280794377,30.2792157033759,0.114436811277281,0.0104466038242548,182
"24","ilvD","C5","C",27.2962565794109,27.1583584595233,0.138768148202183,0.0155147506245923,1820
"25","ilvD","C6","C",27.0204603396358,27.1583584595233,0.138768148202183,0.0155147506245923,1820
"26","ilvD","D4","D",23.7086696670355,23.7091812330604,0.020125913393833,0.00183723612603295,18200
"27","ilvD","D5","D",23.6848948247448,23.7091812330604,0.020125913393833,0.00183723612603295,18200
"28","ilvD","D6","D",23.7339792074009,23.7091812330604,0.020125913393833,0.00183723612603295,18200
"29","ilvD","E4","E",20.3834000821456,20.4675383551447,0.0846691191041978,0.00946629529560062,182000
"30","ilvD","E6","E",20.5516766281437,20.4675383551447,0.0846691191041978,0.00946629529560062,182000
"31","ilvD","F4","F",16.9883609753294,17.0290496366503,0.060853190402597,0.00555511084660988,1820000
"32","ilvD","F5","F",17.1147139636244,17.0290496366503,0.060853190402597,0.00555511084660988,1820000
"33","ilvD","F6","F",16.984073970997,17.0290496366503,0.060853190402597,0.00555511084660988,1820000
"34","ilvD","G4","G",13.944795176381,13.7669300035741,0.153585740635339,0.0140203957761855,18200000
"35","ilvD","G5","G",13.5714094367509,13.7669300035741,0.153585740635339,0.0140203957761855,18200000
"36","ilvD","G6","G",13.7845853975903,13.7669300035741,0.153585740635339,0.0140203957761855,18200000
"37","ilvD","H4","H",11.1126740329147,11.1400364412759,0.167953549513845,0.0153319912802989,1.82e+08
"38","ilvD","H5","H",11.3571837635524,11.1400364412759,0.167953549513845,0.0153319912802989,1.82e+08
"39","ilvD","H6","H",10.9502515273605,11.1400364412759,0.167953549513845,0.0153319912802989,1.82e+08
