"","ps","well","rep_group","Cq","Cq_mean","Cq_StDev","Cq_StErrMean","conc"
"23","polC","B6","B",29.9167139530545,29.9917576730834,0.377297477704379,0.0344423899047485,182
"24","polC","C4","C",26.584317704589,26.5213821750069,0.107071945441355,0.00977428663236547,1820
"25","polC","C5","C",26.608584695331,26.5213821750069,0.107071945441355,0.00977428663236547,1820
"26","polC","C6","C",26.3712441251008,26.5213821750069,0.107071945441355,0.00977428663236547,1820
"27","polC","D4","D",22.84347291255,22.8501448034216,0.0202165742845636,0.00184551229518906,18200
"28","polC","D5","D",22.8295105518535,22.8501448034216,0.0202165742845636,0.00184551229518906,18200
"29","polC","D6","D",22.8774509458613,22.8501448034216,0.0202165742845636,0.00184551229518906,18200
"30","polC","E4","E",19.4610529969216,19.6408144504139,0.215314185818486,0.019655406087274,182000
"31","polC","E5","E",19.9421784160186,19.6408144504139,0.215314185818486,0.019655406087274,182000
"32","polC","E6","E",19.5192119383016,19.6408144504139,0.215314185818486,0.019655406087274,182000
"33","polC","F4","F",15.6932576798217,15.8780001410341,0.131497518066329,0.0120040261501452,1820000
"34","polC","F5","F",15.9592395169174,15.8780001410341,0.131497518066329,0.0120040261501452,1820000
"35","polC","F6","F",15.9815032263632,15.8780001410341,0.131497518066329,0.0120040261501452,1820000
"36","polC","G4","G",12.7711768143886,12.5966584617185,0.127809398402903,0.0116673484277391,18200000
"37","polC","G5","G",12.4712393405831,12.5966584617185,0.127809398402903,0.0116673484277391,18200000
"38","polC","G6","G",12.5475592301839,12.5966584617185,0.127809398402903,0.0116673484277391,18200000
"39","polC","H4","H",10.734653437136,10.8253156661407,0.0912342361239307,0.0102002976924188,1.82e+08
"40","polC","H5","H",10.9159778951454,10.8253156661407,0.0912342361239307,0.0102002976924188,1.82e+08
"41","srn1020","B7","B",29.5108117244832,29.4962032654507,0.0841467940384437,0.00768151620609948,182
"42","srn1020","B8","B",29.5907443135722,29.4962032654507,0.0841467940384437,0.00768151620609948,182
"43","srn1020","B9","B",29.3870537582968,29.4962032654507,0.0841467940384437,0.00768151620609948,182
"44","srn1020","C7","C",26.288069232438,26.3550262323516,0.0530779832490132,0.00484533478872765,1820
"45","srn1020","C8","C",26.3597251792061,26.3550262323516,0.0530779832490132,0.00484533478872765,1820
"46","srn1020","C9","C",26.4172842854109,26.3550262323516,0.0530779832490132,0.00484533478872765,1820
"47","srn1020","D7","D",22.9877370992843,22.9766512192816,0.0424695575258626,0.00387692244402971,18200
"48","srn1020","D8","D",22.920208607065,22.9766512192816,0.0424695575258626,0.00387692244402971,18200
"49","srn1020","D9","D",23.0220079514957,22.9766512192816,0.0424695575258626,0.00387692244402971,18200
"50","srn1020","E7","E",19.5113591887929,19.4802718250468,0.0588977589513694,0.00537660519402781,182000
"51","srn1020","E8","E",19.5313257336003,19.4802718250468,0.0588977589513694,0.00537660519402781,182000
"52","srn1020","E9","E",19.3981305527473,19.4802718250468,0.0588977589513694,0.00537660519402781,182000
"53","srn1020","F7","F",16.3854679751636,16.3436474067822,0.0661337041114819,0.00603715359220513,1820000
"54","srn1020","F8","F",16.3948072928369,16.3436474067822,0.0661337041114819,0.00603715359220513,1820000
"55","srn1020","F9","F",16.2506669523461,16.3436474067822,0.0661337041114819,0.00603715359220513,1820000
"56","srn1020","G7","G",13.3990812320413,13.3541094000497,0.032389897553265,0.0029567795875341,18200000
"57","srn1020","G8","G",13.3250132554295,13.3541094000497,0.032389897553265,0.0029567795875341,18200000
"58","srn1020","G9","G",13.3382337126784,13.3541094000497,0.032389897553265,0.0029567795875341,18200000
"59","srn1020","H7","H",11.1657768354862,11.4795305083344,0.315733210926117,0.0353000461192539,1.82e+08
"60","srn1020","H8","H",11.7932841811825,11.4795305083344,0.315733210926117,0.0353000461192539,1.82e+08
"61","rsaD","B10","B",29.9175817588852,29.8544131623891,0.044878936142447,0.00409686761367535,182
"62","rsaD","B11","B",29.8210127721593,29.8544131623891,0.044878936142447,0.00409686761367535,182
"63","rsaD","B12","B",29.8246449561229,29.8544131623891,0.044878936142447,0.00409686761367535,182
"64","rsaD","C10","C",26.6871630369498,26.7629759139034,0.197074772824576,0.0179903830985377,1820
"65","rsaD","C11","C",26.5696648701999,26.7629759139034,0.197074772824576,0.0179903830985377,1820
"66","rsaD","C12","C",27.0320998345603,26.7629759139034,0.197074772824576,0.0179903830985377,1820
"67","rsaD","D10","D",23.2141487382539,23.2794145749616,0.0589250813303267,0.00537909937457441,18200
"68","rsaD","D11","D",23.356433568482,23.2794145749616,0.0589250813303267,0.00537909937457441,18200
"69","rsaD","D12","D",23.2676614181489,23.2794145749616,0.0589250813303267,0.00537909937457441,18200
"70","rsaD","E10","E",20.0279876501761,19.8781808632747,0.123250787064131,0.0112512060508818,182000
"71","rsaD","E11","E",19.7273518795385,19.8781808632747,0.123250787064131,0.0112512060508818,182000
"72","rsaD","E12","E",19.8792030601093,19.8781808632747,0.123250787064131,0.0112512060508818,182000
"73","rsaD","F10","F",16.6048200375749,16.57897029439,0.0229803002108511,0.00209780480062064,1820000
"74","rsaD","F11","F",16.5491817576516,16.57897029439,0.0229803002108511,0.00209780480062064,1820000
"75","rsaD","F12","F",16.5829090879435,16.57897029439,0.0229803002108511,0.00209780480062064,1820000
"76","rsaD","G10","G",13.5060540098632,13.7420171457674,0.171112059397479,0.0156203224655272,18200000
"77","rsaD","G11","G",13.8176423391498,13.7420171457674,0.171112059397479,0.0156203224655272,18200000
"78","rsaD","G12","G",13.9023550882891,13.7420171457674,0.171112059397479,0.0156203224655272,18200000
